"YEAR","JURISDICTION","LOCATION","AGE_GROUP","METRIC","DETECTION_METHOD","BEST_DETECTION_METHOD","NO_DRUGS_DETECTED","COUNT"
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","17-25","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","17-25","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","17-25","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","17-25","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","17-25","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","17-25","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","17-25","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","17-25","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","17-25","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","17-25","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","17-25","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","17-25","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","17-25","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","17-25","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","17-25","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","40-64","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"WA","Unknown","26-39","positive_drug_tests","Not applicable","Yes","Not applicable",1
2023,"ACT","Major Cities of Australia","17-25","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"ACT","Major Cities of Australia","17-25","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",3
2023,"ACT","Major Cities of Australia","26-39","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",3
2023,"ACT","Major Cities of Australia","26-39","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",5
2023,"ACT","Major Cities of Australia","26-39","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"ACT","Major Cities of Australia","26-39","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",2
2023,"ACT","Major Cities of Australia","26-39","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"ACT","Major Cities of Australia","40-64","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",3
2023,"ACT","Major Cities of Australia","40-64","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",5
2023,"ACT","Major Cities of Australia","40-64","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"ACT","Major Cities of Australia","40-64","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"NSW","Inner Regional Australia","17-25","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"NSW","Inner Regional Australia","17-25","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",5
2023,"NSW","Inner Regional Australia","17-25","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",2
2023,"NSW","Inner Regional Australia","17-25","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",37
2023,"NSW","Inner Regional Australia","17-25","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",3
2023,"NSW","Inner Regional Australia","17-25","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"NSW","Inner Regional Australia","17-25","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"NSW","Inner Regional Australia","17-25","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",10
2023,"NSW","Inner Regional Australia","17-25","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"NSW","Inner Regional Australia","17-25","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",13
2023,"NSW","Inner Regional Australia","26-39","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",2
2023,"NSW","Inner Regional Australia","26-39","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",2
2023,"NSW","Inner Regional Australia","26-39","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",40
2023,"NSW","Inner Regional Australia","26-39","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"NSW","Inner Regional Australia","26-39","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",45
2023,"NSW","Inner Regional Australia","26-39","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"NSW","Inner Regional Australia","26-39","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",3
2023,"NSW","Inner Regional Australia","26-39","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",32
2023,"NSW","Inner Regional Australia","26-39","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"NSW","Inner Regional Australia","26-39","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"NSW","Inner Regional Australia","40-64","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"NSW","Inner Regional Australia","40-64","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"NSW","Inner Regional Australia","40-64","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",38
2023,"NSW","Inner Regional Australia","40-64","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"NSW","Inner Regional Australia","40-64","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",42
2023,"NSW","Inner Regional Australia","40-64","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"NSW","Inner Regional Australia","40-64","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",37
2023,"NSW","Inner Regional Australia","40-64","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"NSW","Inner Regional Australia","65 and over","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",2
2023,"NSW","Inner Regional Australia","65 and over","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"NSW","Inner Regional Australia","65 and over","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"NSW","Major Cities of Australia","17-25","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",4
2023,"NSW","Major Cities of Australia","17-25","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",1
2023,"NSW","Major Cities of Australia","17-25","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",6
2023,"NSW","Major Cities of Australia","17-25","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","Not applicable",2
